

#mb 22:05:27:11:31:00 (start time)
#id 347252 (device id)
#ta 7221 (tia amplification, tia input channel, signal range, dsp mode)
#1t 2f [3vi_ma 4vi_mi 5mag 6pha 7vv_ma 8vv_mi 9cor][10vi_ma 11vi_mi 12mag 13pha 14vv_ma 15vv_mi 16cor][17t_pcb 18t_ther][19,20,21mag][22,23,24acc][25,26,27ext(t,light,hum)][28dv1 29dv2 30rf 31tr 32sp 33pr 34sm 35st 36lght 37empt 38empt 39empt 40empt 41empt 42empt 43empt 44empt 45empt]
22:05:27:11:31:01 4496 1250 -744 1248628875 900175 9841 -9737 18 1410 -751 1176411375 899617 9891 -9741 -46 291351 0 183 -129 495 0 0 0 265117 -78569 -78191 509872 510151 20126 5 0 101516 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:02 4595 1250 -746 1235800000 899672 9840 -9734 -35 1371 -743 1180412000 899302 9868 -9747 -79 291453 0 173 -133 485 0 0 0 265754 -85986 -85821 509919 510158 19965 14 0 101514 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:04 4699 1230 -735 1244804250 899374 9845 -9725 -65 1370 -754 1158872625 899356 9860 -9755 -73 291555 0 174 -134 496 0 0 0 266423 -86155 -85947 509967 510149 19952 14 0 101515 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:05 4807 1196 -741 1238753000 899327 9860 -9713 -68 1315 -733 1171952750 899284 9868 -9726 -78 291653 0 176 -127 492 0 0 0 267055 -86191 -85988 509951 510147 19955 12 0 101513 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:07 4901 1213 -745 1224944875 898987 9870 -9716 -106 1256 -738 1175831625 898759 9879 -9734 -126 291752 0 178 -136 499 0 0 0 267400 -86189 -86006 509960 510149 19971 11 0 101514 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:08 5000 1220 -745 1210433625 898703 9874 -9712 -136 1293 -762 1185602750 898707 9863 -9724 -138 291847 0 181 -132 487 0 0 0 267904 -86205 -86007 510024 510147 19954 14 0 101515 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:10 5102 1253 -722 1205494500 898498 9888 -9711 -164 1283 -758 1177335500 898193 9877 -9718 -195 291941 0 174 -135 489 0 0 0 268371 -86206 -86008 509992 510148 19954 9 0 101514 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:11 5208 1217 -709 1223059375 898438 9869 -9719 -164 1281 -735 1172531000 898286 9874 -9710 -185 292031 0 181 -120 494 0 0 0 268361 -86219 -86045 509936 510148 19961 11 0 101515 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:13 5296 1218 -718 1216393125 898258 9851 -9738 -182 1287 -716 1173121750 897861 9849 -9719 -234 292123 0 181 -133 491 0 0 0 268777 -86185 -86044 509930 510149 19971 14 0 101514 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:14 5411 1192 -708 1231833125 898099 9849 -9713 -194 1241 -734 1185659625 898360 9857 -9718 -177 292210 0 180 -134 492 0 0 0 268747 -86215 -86043 509985 510148 19983 13 0 101515 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:15 5506 1192 -714 1221674000 897612 9846 -9716 -244 1226 -715 1190480875 898239 9848 -9719 -187 292299 0 175 -125 496 0 0 0 268830 -86238 -86058 509877 510155 19964 16 0 101514 0 0 0 0 0 0 0 0 0 0 0 0
22:05:27:11:31:17 5605 1226 -720 1199434625 897768 9829 -9728 -233 1236 -720 1192593125 898176 9845 -9711 -195 292388 0 181 -132 502 0 0 0 269017 -86220 -86071 509942 510169 20031 14 0 101515 0 0 0 0 0 0 0 0 0 0 0 0
