22:05:27:11:28:02,4496,1135,-690,1304874000,898392,9886,-9688,-157,1097,-667,1349470500,899829,9856,-9691,-15,271215,0,170,-119,501,0,0,0,239703,-2701,2211,479646,512248,19958,-743,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:04,4595,1104,-704,1310516750,898607,9877,-9684,-133,1076,-703,1345506250,899130,9852,-9699,-77,271761,0,170,-123,501,0,0,0,239323,-85372,-85065,481227,510210,19958,-6,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:05,4699,1097,-722,1307146500,898246,9867,-9693,-165,1137,-700,1281829625,898790,9859,-9692,-120,272284,0,170,-116,502,0,0,0,238717,-86756,-86577,482981,510160,19966,11,0,101512,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:07,4807,1121,-726,1280906000,898411,9874,-9700,-152,1135,-714,1270480875,898754,9860,-9695,-122,272776,0,170,-119,504,0,0,0,238274,-86888,-86665,485614,510154,19948,10,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:08,4901,1132,-723,1293385250,898339,9859,-9696,-161,1130,-719,1274482000,898181,9851,-9701,-176,273243,0,169,-118,502,0,0,0,237811,-86898,-86684,488200,510154,19949,12,0,101514,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:10,5000,1152,-720,1282829500,897866,9854,-9704,-212,1128,-730,1278596000,898219,9858,-9703,-172,273686,0,168,-121,506,0,0,0,237173,-86943,-86687,499128,510154,19957,11,0,101514,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:11,5102,1190,-703,1263485125,897605,9854,-9710,-247,1157,-713,1259485875,898131,9862,-9693,-186,274106,0,171,-123,508,0,0,0,237053,-86923,-86656,498936,510154,19989,11,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:12,5208,1167,-712,1266209500,897411,9845,-9713,-260,1165,-719,1246475750,897710,9855,-9701,-230,274496,0,166,-122,503,0,0,0,237233,-86906,-86668,499885,510154,19956,12,0,101511,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:14,5296,1179,-740,1257709750,897390,9853,-9697,-265,1206,-732,1232160375,897771,9858,-9701,-231,274872,0,170,-114,500,0,0,0,237502,-86870,-86676,501047,510155,19964,11,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:15,5411,1176,-704,1240444000,897715,9865,-9709,-231,1217,-718,1206202875,897582,9853,-9710,-253,275228,0,171,-121,497,0,0,0,237847,-86898,-86678,502067,510154,19993,10,0,101514,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:17,5506,1093,-736,1272310500,897023,9857,-9708,-268,1207,-707,1199668250,897760,9839,-9727,-232,275574,0,174,-120,502,0,0,0,238062,-86910,-86694,502852,510154,19963,11,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:18,5605,1081,-706,1284761500,896682,9842,-9716,-299,1207,-692,1190154625,897755,9840,-9717,-232,275901,0,172,-121,500,0,0,0,238387,-86856,-86673,503871,510152,19996,14,0,101512,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:19,5707,1083,-715,1280431375,896666,9827,-9707,-303,1193,-689,1197331125,897880,9839,-9723,-217,276215,0,171,-124,498,0,0,0,238440,-86865,-86685,504890,510152,19997,12,0,101511,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:21,5787,1133,-717,1256082375,896733,9829,-9730,-312,1198,-703,1191588750,897750,9834,-9723,-231,276518,0,173,-128,499,0,0,0,238311,-86887,-86678,505742,510155,19962,12,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:22,5896,1083,-721,1303707750,896774,9812,-9714,-296,1188,-707,1212868500,898154,9829,-9713,-189,276806,0,171,-120,502,0,0,0,238304,-86884,-86666,506418,510154,19966,11,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:23,6009,1088,-718,1298205250,896965,9806,-9717,-280,1179,-702,1213698000,897998,9816,-9729,-202,277083,0,170,-121,500,0,0,0,238130,-86914,-86676,507542,510153,19963,11,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:25,6097,1116,-709,1273444000,897414,9806,-9727,-242,1197,-705,1195350375,897953,9825,-9727,-210,277349,0,168,-121,500,0,0,0,238035,-86878,-86663,508567,510152,19954,10,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:26,6188,1122,-722,1250002750,897471,9811,-9725,-239,1186,-707,1203123750,897892,9824,-9734,-214,277605,0,169,-122,501,0,0,0,238265,-86831,-86652,508942,510151,19951,10,0,101514,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:27,6313,1123,-743,1256095000,897424,9795,-9730,-244,1182,-727,1200647250,897475,9809,-9744,-254,277853,0,177,-123,494,0,0,0,238466,-86907,-86684,509271,510153,19960,12,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:29,6410,1113,-723,1293280500,897869,9788,-9733,-201,1149,-705,1219919750,897207,9797,-9752,-272,278090,0,173,-126,502,0,0,0,238723,-86853,-86657,509363,510154,19956,11,0,101511,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:30,6510,1123,-722,1271576375,897644,9788,-9727,-225,1180,-717,1215214125,897400,9798,-9749,-259,278324,0,179,-120,499,0,0,0,239259,-86871,-86653,509370,510153,19980,10,0,101510,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:31,6613,1112,-717,1274784625,896891,9779,-9729,-293,1144,-700,1231180500,897003,9795,-9746,-288,278543,0,171,-118,496,0,0,0,239548,-86869,-86648,509644,510154,19967,10,0,101510,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:33,6684,1123,-729,1250286125,896790,9782,-9747,-306,1141,-698,1222066000,897587,9785,-9744,-231,278761,0,171,-118,495,0,0,0,239588,-86867,-86652,509569,510153,19965,11,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:34,6793,1111,-728,1252032250,896657,9778,-9758,-316,1138,-693,1228368500,897642,9784,-9760,-226,278964,0,173,-121,498,0,0,0,239561,-86886,-86662,509534,510151,19972,10,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:35,6906,1069,-705,1272851125,896314,9771,-9757,-332,1142,-720,1212217375,897001,9788,-9750,-291,279168,0,169,-123,501,0,0,0,239712,-86872,-86686,509409,510152,19964,14,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:36,6983,1073,-696,1266123500,896688,9776,-9752,-300,1186,-708,1196940000,897086,9788,-9761,-293,279361,0,173,-118,491,0,0,0,239894,-86919,-86676,509230,510153,19969,13,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:38,7102,1133,-702,1232346625,896754,9795,-9747,-311,1176,-711,1198339625,896759,9789,-9746,-323,279546,0,173,-121,494,0,0,0,240036,-86847,-86671,509412,510154,19952,12,0,101511,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:39,7183,1113,-703,1240947125,896897,9787,-9744,-293,1102,-720,1247328000,896834,9770,-9748,-297,279727,0,169,-121,502,0,0,0,239892,-86842,-86667,509293,510152,19957,12,0,101511,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:40,7309,1162,-703,1217453500,897025,9793,-9733,-292,1122,-726,1238200875,896865,9782,-9740,-299,279897,0,173,-118,501,0,0,0,240076,-86834,-86669,509254,510153,19963,10,0,101511,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:41,7396,1192,-695,1187856375,896804,9797,-9741,-325,1122,-713,1230623625,897185,9783,-9747,-269,280066,0,171,-121,498,0,0,0,240080,-86885,-86699,509213,510152,19941,16,0,101512,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:42,7485,1193,-689,1190199625,897000,9791,-9740,-305,1109,-722,1239959750,897185,9780,-9743,-266,280226,0,173,-116,501,0,0,0,240205,-86872,-86666,509235,510152,19949,15,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:44,7621,1193,-700,1195297375,896937,9787,-9748,-311,1083,-726,1243253500,897133,9783,-9737,-264,280380,0,175,-121,490,0,0,0,240106,-86843,-86640,509340,510151,19941,10,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:45,7716,1237,-726,1169066375,896875,9789,-9741,-330,1126,-706,1225516625,896961,9780,-9723,-292,280527,0,174,-114,497,0,0,0,240223,-86890,-86649,509267,510153,19937,11,0,101514,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:46,7812,1236,-706,1176278250,896834,9784,-9739,-334,1094,-689,1242881500,896781,9783,-9722,-299,280674,0,172,-118,500,0,0,0,240266,-86846,-86651,509130,510150,19938,13,0,101515,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:11:28:47,7911,1214,-724,1185363750,896601,9781,-9743,-350,1107,-686,1231492250,896298,9781,-9726,-350,280814,0,171,-116,494,0,0,0,240089,-86824,-86648,509124,510152,19947,12,0,101513,0,0,0,0,0,0,0,0,0,0,0,0
