

#mb 22:05:26:13:26:14 (start time)
#id 347252 (device id)
#ta 0000 (tia amplification, tia input channel, signal range, dsp mode)
#1t 2f [3vi_ma 4vi_mi 5mag 6pha 7vv_ma 8vv_mi 9cor][10vi_ma 11vi_mi 12mag 13pha 14vv_ma 15vv_mi 16cor][17t_pcb 18t_ther][19,20,21mag][22,23,24acc][25,26,27ext(t,light,hum)][28dv1 29dv2 30rf 31tr 32sp 33pr 34sm 35st 36lght 37empt 38empt 39empt 40empt 41empt 42empt 43empt 44empt 45empt]
22:05:26:13:26:15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 224712 0 129 -656 510 0 0 0 217283 0 0 511548 535902 19889 -2725 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 225081 0 129 -652 511 0 0 0 217328 0 0 511533 536121 19889 -9773 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 225445 0 126 -648 515 0 0 0 217388 0 0 511520 536332 19886 -9880 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 225801 0 129 -652 501 0 0 0 217434 0 0 511503 536565 19892 -9883 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 226146 0 129 -655 505 0 0 0 217462 0 0 511469 536749 19890 -9884 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 226483 0 131 -655 506 0 0 0 217462 0 0 511432 536925 19890 -9884 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 226813 0 129 -656 507 0 0 0 217485 0 0 511438 537102 19892 -9885 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227136 0 131 -654 512 0 0 0 217475 0 0 511438 537308 19887 -9880 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227450 0 128 -653 508 0 0 0 217510 0 0 511431 537612 19891 -9876 0 101604 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227757 0 132 -654 503 0 0 0 217554 0 0 511413 537848 19890 -9879 0 101604 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228057 0 128 -654 509 0 0 0 217595 0 0 511416 538130 19886 -9877 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228352 0 130 -653 507 0 0 0 217644 0 0 511413 538389 19891 -9880 0 101609 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228635 0 129 -649 504 0 0 0 217675 0 0 511402 538665 19893 -9880 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228916 0 133 -653 495 0 0 0 217743 0 0 511383 538936 19888 -9879 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229187 0 131 -651 507 0 0 0 217796 0 0 511366 539193 19892 -9880 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229455 0 124 -648 506 0 0 0 217819 0 0 511335 539440 19889 -9880 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229718 0 130 -649 503 0 0 0 217851 0 0 511310 539683 19903 -9874 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229974 0 128 -645 506 0 0 0 217904 0 0 511292 539883 19890 -9872 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230224 0 130 -652 508 0 0 0 217967 0 0 511261 540046 19892 -9872 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230469 0 132 -649 507 0 0 0 218039 0 0 511227 540183 19885 -9873 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230711 0 133 -648 503 0 0 0 218092 0 0 511184 540317 19898 -9872 0 101604 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230944 0 126 -649 507 0 0 0 218132 0 0 511164 540437 19887 -9873 0 101604 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231178 0 133 -651 502 0 0 0 218198 0 0 511141 540538 19892 -9872 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231403 0 131 -655 506 0 0 0 218246 0 0 511124 540631 19891 -9873 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231620 0 132 -650 504 0 0 0 218314 0 0 511106 540744 19896 -9870 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231838 0 134 -651 511 0 0 0 218382 0 0 511089 540861 19898 -9872 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232049 0 130 -651 501 0 0 0 218444 0 0 511063 540972 19884 -9871 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232257 0 127 -654 502 0 0 0 218506 0 0 511009 541078 19884 -9871 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232459 0 138 -649 508 0 0 0 218528 0 0 511010 541158 19904 -9868 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232659 0 136 -653 501 0 0 0 218583 0 0 511012 541222 19916 -9867 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232855 0 136 -653 500 0 0 0 218645 0 0 511004 541281 19966 -9867 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233044 0 135 -647 507 0 0 0 218722 0 0 510988 541359 19904 -9865 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233232 0 129 -653 498 0 0 0 218751 0 0 511000 541423 19896 -9865 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233419 0 136 -653 498 0 0 0 218826 0 0 511007 541488 19901 -9864 0 101609 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233600 0 129 -653 508 0 0 0 218882 0 0 511031 541584 19895 -9862 0 101610 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233776 0 125 -651 504 0 0 0 218934 0 0 511066 541708 19885 -9861 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233953 0 135 -652 506 0 0 0 218987 0 0 511097 541831 19886 -9863 0 101609 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234122 0 131 -651 508 0 0 0 219001 0 0 511113 541951 19883 -9865 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234292 0 131 -656 510 0 0 0 218962 0 0 511127 542078 19891 -9863 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234454 0 132 -650 505 0 0 0 218914 0 0 511138 542208 19888 -9863 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234615 0 130 -651 502 0 0 0 218898 0 0 511113 542275 19895 -9860 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234775 0 133 -652 500 0 0 0 218914 0 0 511085 542311 19907 -9862 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234928 0 132 -657 508 0 0 0 218921 0 0 511062 542370 19895 -9860 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235080 0 128 -650 505 0 0 0 218912 0 0 511060 542427 19899 -9857 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235226 0 133 -655 503 0 0 0 218817 0 0 511062 542513 19899 -9855 0 101605 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235374 0 135 -655 502 0 0 0 218678 0 0 511069 542605 19900 -9856 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235515 0 132 -649 506 0 0 0 218553 0 0 511077 542694 19914 -9857 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235656 0 133 -654 509 0 0 0 218552 0 0 511072 542776 19890 -9856 0 101608 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235795 0 134 -656 514 0 0 0 218619 0 0 511064 542859 19913 -9854 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 235929 0 134 -657 507 0 0 0 218706 0 0 511055 542940 19895 -9857 0 101607 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:13:26:50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 236065 0 137 -655 504 0 0 0 218767 0 0 511052 543037 19897 -9857 0 101606 0 0 0 0 0 0 0 0 0 0 0 0
