22:05:26:10:38:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246508,0,341,-455,579,0,0,0,218438,0,0,510222,502054,19891,515,0,101500,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:38:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246550,0,341,-452,579,0,0,0,218400,0,0,510221,502227,19890,-9528,0,101505,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:38:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246594,0,342,-451,579,0,0,0,218329,0,0,510216,502254,19895,-9713,0,101504,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:38:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246636,0,345,-453,587,0,0,0,218335,0,0,510213,502172,19900,-9724,0,101503,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:38:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246678,0,351,-454,587,0,0,0,218351,0,0,510214,502107,19892,-9731,0,101503,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:38:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246720,0,344,-455,584,0,0,0,218385,0,0,510211,502101,19996,-9734,0,101505,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:38:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246762,0,343,-456,585,0,0,0,218407,0,0,510214,502333,19984,-9736,0,101504,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246799,0,345,-457,590,0,0,0,218441,0,0,510214,502119,20064,-9737,0,101503,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:39:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247648,0,343,-455,589,0,0,0,218700,0,0,510226,502089,19902,-8683,0,101501,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:10:39:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247688,0,337,-456,590,0,0,0,218692,0,0,510222,502128,19905,-9719,0,101503,0,0,0,0,0,0,0,0,0,0,0,0
