22:05:27:10:05:54,4496,1138,-711,1272592500,898739,9873,-9690,-123,1111,-698,1259137875,899514,9873,-9702,-46,214354,0,167,-168,1274,0,0,0,220191,-40279,-14335,784941,305759,19878,-563,0,101541,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:05:55,4595,1105,-710,1284366000,898866,9853,-9703,-108,1118,-700,1264241500,899302,9872,-9717,-67,215041,0,167,-166,1264,0,0,0,220457,-88024,-87400,812714,687952,19901,-2,0,101541,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:05:57,4699,1118,-705,1286852750,898504,9859,-9716,-144,1082,-687,1293281125,899111,9862,-9718,-81,215690,0,159,-168,1268,0,0,0,220718,-88910,-88696,671496,1158619,20011,13,0,101541,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:05:58,4807,1135,-729,1283069875,898779,9853,-9723,-118,1125,-696,1279651750,898801,9852,-9701,-117,216309,0,159,-171,1265,0,0,0,220976,-88992,-88778,739459,1158619,19890,13,0,101543,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:00,4901,1158,-753,1288494875,898331,9851,-9703,-167,1124,-692,1270479000,898905,9860,-9699,-106,216899,0,161,-168,1261,0,0,0,221291,-88989,-88786,807652,1158619,19877,10,0,101540,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:01,5000,1143,-747,1284116750,897850,9858,-9712,-211,1157,-687,1264422250,898869,9868,-9719,-113,217462,0,159,-165,1269,0,0,0,221442,-88997,-88804,751783,548484,19892,15,0,101539,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:03,5102,1153,-758,1266177250,897812,9861,-9721,-216,1148,-699,1286091625,898808,9854,-9709,-117,218002,0,161,-170,1262,0,0,0,221564,-89021,-88810,612019,510402,19859,17,0,101538,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:04,5208,1120,-757,1275443750,897519,9864,-9714,-237,1132,-695,1297715750,898513,9849,-9716,-143,218513,0,159,-165,1264,0,0,0,221871,-89023,-88784,516329,506111,19847,12,0,101540,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:05,5296,1111,-715,1280319875,897611,9867,-9702,-227,1082,-698,1337794750,897774,9847,-9712,-198,219007,0,154,-168,1261,0,0,0,221963,-88998,-88791,510777,301644,19851,11,0,101536,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:07,5411,1134,-701,1285027375,897229,9858,-9708,-270,1111,-671,1301750125,897665,9844,-9719,-217,219474,0,164,-172,1263,0,0,0,221994,-89009,-88785,509732,313104,19858,11,0,101536,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:08,5506,1136,-694,1278920375,897684,9854,-9715,-226,1127,-671,1285270250,897360,9843,-9715,-252,219928,0,163,-172,1264,0,0,0,222207,-89031,-88785,511785,588246,19870,13,0,101533,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:09,5605,1115,-689,1294545125,897707,9840,-9723,-219,1090,-692,1309138000,897002,9827,-9717,-275,220365,0,166,-174,1258,0,0,0,222354,-88993,-88784,993315,510181,19850,10,0,101536,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:11,5707,1104,-690,1317084250,897636,9821,-9722,-223,1098,-720,1305234625,897432,9817,-9726,-237,220783,0,164,-173,1261,0,0,0,222577,-89032,-88772,510165,510180,19850,11,0,101536,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:12,5787,1043,-696,1347196125,897093,9811,-9732,-252,1089,-706,1309763750,897583,9810,-9730,-222,221185,0,160,-171,1265,0,0,0,222650,-88984,-88758,510166,510180,19845,12,0,101534,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:14,5896,1075,-681,1314966500,897244,9806,-9748,-247,1082,-688,1323948625,897503,9794,-9728,-228,221572,0,161,-168,1260,0,0,0,222773,-89021,-88768,510165,510182,19844,11,0,101532,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:15,6009,1132,-693,1302327750,897361,9797,-9757,-249,1075,-673,1322806250,897227,9792,-9725,-252,221946,0,160,-166,1261,0,0,0,222857,-88997,-88766,510166,510180,19849,12,0,101533,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:16,6097,1125,-727,1279786125,897229,9796,-9746,-262,1094,-701,1309223250,897577,9812,-9729,-224,222308,0,159,-167,1260,0,0,0,223050,-88968,-88726,510164,510179,19852,8,0,101534,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:18,6188,1085,-721,1293421750,897472,9790,-9737,-233,1134,-698,1292034250,897354,9810,-9745,-256,222659,0,163,-169,1258,0,0,0,223281,-88967,-88751,510163,510181,19854,9,0,101535,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:19,6313,1127,-737,1263230625,897438,9795,-9738,-246,1120,-687,1305059500,897191,9790,-9751,-268,222994,0,156,-167,1266,0,0,0,223396,-88993,-88745,510166,510180,19864,15,0,101534,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:20,6410,1122,-745,1273009000,897864,9794,-9746,-204,1132,-679,1293622625,897647,9795,-9752,-225,223321,0,163,-162,1260,0,0,0,223394,-88966,-88711,510165,-2060,19861,19,0,101532,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:21,6510,1119,-736,1269502125,897640,9794,-9740,-225,1127,-690,1276093625,897836,9783,-9752,-206,223636,0,168,-167,1261,0,0,0,223204,-88955,-88716,937903,-1987,19860,16,0,101532,0,0,0,0,0,0,0,0,0,0,0,0
22:05:27:10:06:23,6613,1093,-735,1291960000,897370,9784,-9733,-244,1134,-671,1270572000,897868,9795,-9748,-205,223941,0,161,-171,1261,0,0,0,223275,-88940,-88663,510175,510180,19851,11,0,101536,0,0,0,0,0,0,0,0,0,0,0,0
