22:05:26:20:18:53,4496,1745,-1389,765530562,936332,9886,-9715,5468,1831,-1376,755972250,906700,9858,-9766,1056,292082,0,219,-195,488,0,0,0,246799,84806,60189,509493,510192,19942,-9059,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:18:54,4595,1716,-1397,762092062,920360,9871,-9709,3108,1895,-1409,741297437,906919,9872,-9758,1132,292089,0,225,-192,487,0,0,0,246838,-81417,-82119,509504,510192,19943,-237,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:18:56,4699,1751,-1372,756209312,914209,9872,-9720,2169,1815,-1388,748620500,902594,9867,-9747,478,292097,0,228,-193,489,0,0,0,246883,-85351,-85185,509496,510200,19942,-10,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:18:58,4807,1758,-1369,753988000,908595,9857,-9705,1313,1801,-1403,753636062,904798,9853,-9725,786,292105,0,224,-193,487,0,0,0,246912,-85602,-85375,509453,510222,19947,1,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:00,4901,1741,-1394,742861312,904214,9852,-9700,656,1804,-1411,749413875,902817,9864,-9724,466,292111,0,230,-198,482,0,0,0,246937,-85708,-85448,509507,510186,19946,1,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:02,5000,1711,-1412,741671062,903765,9853,-9711,574,1786,-1376,754768375,901149,9862,-9724,203,292109,0,234,-195,489,0,0,0,246952,-85734,-85493,509505,510205,19938,5,0,101378,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:03,5102,1735,-1393,748374812,904958,9853,-9716,759,1749,-1379,752120312,898859,9860,-9736,-136,292108,0,230,-192,488,0,0,0,246971,-85751,-85519,509486,510252,19937,5,0,101379,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:05,5208,1728,-1409,740505625,904500,9850,-9723,683,1737,-1367,748190625,898827,9868,-9734,-150,292100,0,228,-199,489,0,0,0,247004,-85785,-85585,509405,510264,19944,8,0,101380,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:07,5296,1757,-1403,733869625,900251,9846,-9737,24,1726,-1371,752490500,901819,9873,-9731,282,292098,0,225,-199,491,0,0,0,247051,-85803,-85614,509465,510265,19948,9,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:08,5411,1797,-1430,720537250,898541,9849,-9751,-248,1741,-1388,739030875,898298,9864,-9727,-255,292086,0,225,-193,497,0,0,0,247080,-85863,-85620,509496,510226,19946,10,0,101378,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:10,5506,1789,-1391,728399062,900053,9849,-9742,-10,1746,-1394,737210437,898106,9852,-9726,-284,292082,0,225,-195,490,0,0,0,247111,-85836,-85646,509499,510272,19940,12,0,101378,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:12,5605,1820,-1365,723648937,897625,9843,-9750,-398,1709,-1350,749886250,899102,9844,-9734,-139,292075,0,224,-200,485,0,0,0,247123,-85867,-85646,509509,510212,19943,9,0,101379,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:14,5707,1767,-1343,736219312,897188,9843,-9749,-441,1717,-1311,746988625,898857,9848,-9735,-174,292065,0,225,-198,492,0,0,0,247142,-85900,-85667,509480,510255,19954,10,0,101380,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:15,5787,1763,-1368,739121437,899231,9837,-9760,-128,1697,-1344,744830312,898470,9841,-9749,-225,292054,0,229,-198,491,0,0,0,247152,-85894,-85687,509510,510219,19947,8,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:17,5896,1775,-1389,730063562,898253,9828,-9751,-276,1703,-1353,746043625,897513,9835,-9757,-365,292045,0,225,-197,489,0,0,0,247159,-85889,-85685,509499,510225,19948,5,0,101377,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:19,6009,1740,-1334,748770125,902283,9846,-9736,308,1679,-1317,762977125,896903,9827,-9751,-444,292038,0,223,-200,484,0,0,0,247176,-85910,-85703,509475,510210,19942,10,0,101378,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:20,6097,1711,-1304,758367562,902177,9835,-9740,297,1664,-1304,759288500,896748,9822,-9747,-462,292026,0,229,-196,487,0,0,0,247202,-85950,-85713,509472,510206,19945,10,0,101378,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:22,6188,1695,-1292,760243437,900496,9821,-9758,62,1637,-1314,756715812,900402,9812,-9754,36,292019,0,229,-199,489,0,0,0,247229,-85956,-85720,509410,510272,19943,9,0,101379,0,0,0,0,0,0,0,0,0,0,0,0
22:05:26:20:19:24,6313,1771,-1273,750251562,901271,9825,-9756,198,1645,-1327,762722625,897275,9816,-9740,-402,292014,0,229,-202,489,0,0,0,247261,-85935,-85719,509441,510262,19949,6,0,101379,0,0,0,0,0,0,0,0,0,0,0,0
