22:05:26:14:33:28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371518 0 23 -555 1211 0 0 0 331464 0 0 502166 492957 20117 -5519 0 101561 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371522 0 27 -558 1210 0 0 0 331654 0 0 502184 492924 20123 -9416 0 101561 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371529 0 30 -559 1207 0 0 0 331876 0 0 502189 492873 20118 -9472 0 101561 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371535 0 27 -561 1212 0 0 0 332048 0 0 502182 492838 20115 -9481 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371537 0 26 -558 1215 0 0 0 332141 0 0 502175 492802 20117 -9486 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371544 0 23 -560 1213 0 0 0 332334 0 0 502149 492762 20120 -9486 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371546 0 29 -559 1203 0 0 0 332419 0 0 502101 492733 20114 -9488 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371548 0 30 -559 1214 0 0 0 332440 0 0 502129 492699 20121 -9489 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371550 0 18 -556 1207 0 0 0 332390 0 0 502159 492656 20113 -9488 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371553 0 28 -557 1223 0 0 0 332349 0 0 502158 492616 20118 -9491 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371555 0 25 -558 1214 0 0 0 332263 0 0 502153 492581 20115 -9491 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
22:05:26:14:33:35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371558 0 23 -562 1214 0 0 0 332168 0 0 502142 492551 20192 -9492 0 101560 0 0 0 0 0 0 0 0 0 0 0 0
